CustomerID,CustomerName,gender,birthDate,contactNumber,Region,email,organization,taxCode,debt,retailerId,modifiedDate,createdDate
KH00751,Đang Thi Hanh,False,01-01-1970,84994015353,Đa Nang,đangthihanh@example.com,Cong ty Co phan Tech Viet,VN8781,5913.43,91,01-01-2024,16-10-2023
KH00752,Ly Thi Kim Chi,False,03-06-1988,84637132074,Ha Noi,lythikimchi@example.com,Cong ty Co phan Tech Viet,VN3527,1913.8,89,16-01-2024,24-12-2022
KH00753,Đo Hoang Anh,True,13-10-1987,84653367862,Ha Noi,đohoanganh@example.com,Tap đoan XYZ,VN2692,575.74,49,01-01-2024,22-03-2023
KH00754,Đang Thi Hanh,False,14-10-1981,84328113771,Can Tho,đangthihanh@example.com,Cong ty Co phan Tech Viet,VN7428,355.58,92,02-02-2024,15-09-2023
KH00755,Đo Hoang Anh,True,07-04-1972,84400772064,Can Tho,đohoanganh@example.com,Doanh nghiep Hoa Binh,VN5994,6118.6,78,31-12-2023,16-07-2023
KH00756,Tran Thi Bich Ngoc,False,01-01-1970,84220475162,Can Tho,tranthibichngoc@example.com,Cong ty TNHH ABC,VN8956,693.14,48,18-07-2024,04-04-2023
KH00757,Đo Hoang Anh,True,01-01-1970,84521862299,Ha Noi,đohoanganh@example.com,Tap đoan XYZ,VN4968,5142.9,99,09-10-2024,16-09-2023
KH00758,Le Minh Hoang,False,31-01-1988,84293676591,Ho Chi Minh,leminhhoang@example.com,Cong ty TNHH ABC,VN5564,8971.25,54,21-11-2024,16-01-2023
KH00759,Hoang Van Tien,False,23-02-1984,84625381492,Ho Chi Minh,hoangvantien@example.com,Doanh nghiep Hoa Binh,VN6737,2415.08,73,01-01-2024,04-04-2023
KH00760,Phan Thi Mai,False,01-01-1970,84546642928,Hai Phong,phanthimai@example.com,Tap đoan XYZ,VN8482,7869.08,73,01-01-2024,23-12-2022
KH00761,Ngo Van Long,False,01-01-1970,84102337824,Đa Nang,ngovanlong@example.com,Tap đoan XYZ,VN4765,4927.34,18,01-01-2024,02-04-2023
KH00762,Ngo Van Long,False,08-06-1994,84129178954,Đa Nang,ngovanlong@example.com,Doanh nghiep Hoa Binh,VN2548,5818.58,95,29-01-2024,15-09-2023
KH00763,Huynh Thi Thu Ha,False,01-01-1970,84810473066,Ho Chi Minh,huynhthithuha@example.com,Cong ty Co phan Tech Viet,VN6272,7557.57,77,17-12-2024,23-10-2023
KH00764,Đo Hoang Anh,True,20-07-1979,84248424313,Ha Noi,đohoanganh@example.com,Tap đoan XYZ,VN8318,481.91,69,01-01-2024,27-09-2023
KH00765,Nguyen Van An,True,01-01-1970,84336978843,Hai Phong,nguyenvanan@example.com,Doanh nghiep Hoa Binh,VN6818,7672.63,51,25-10-2024,20-09-2023
KH00766,Cao Minh Tam,True,01-01-1970,84364591001,Ho Chi Minh,caominhtam@example.com,Tap đoan XYZ,VN4009,3861.73,63,01-01-2024,03-06-2023
KH00767,Phan Thi Mai,False,15-04-1973,84451671955,Đa Nang,phanthimai@example.com,Cong ty Co phan Tech Viet,VN1192,1688.75,95,16-11-2024,03-11-2023
KH00768,Huynh Thi Thu Ha,False,01-01-1970,84937534352,Ha Noi,huynhthithuha@example.com,Tap đoan XYZ,VN3553,9125.16,90,08-06-2024,12-06-2023
KH00769,Vu Minh Quan,False,14-11-1998,84915008009,Can Tho,vuminhquan@example.com,Tap đoan XYZ,VN3916,7629.34,52,01-01-2024,17-06-2023
KH00770,Phan Thi Mai,False,01-01-1970,84441547078,Đa Nang,phanthimai@example.com,Tap đoan XYZ,VN4849,2184.02,7,01-01-2024,20-10-2023
KH00771,Hoang Van Tien,False,10-02-1991,84840393942,Ha Noi,hoangvantien@example.com,Tap đoan XYZ,VN8058,2639.5,90,28-09-2024,07-02-2023
KH00772,Ngo Van Long,True,29-06-1971,84588028820,Đa Nang,ngovanlong@example.com,Cong ty TNHH ABC,VN9399,6453.98,5,01-01-2024,09-02-2023
KH00773,Đang Thi Hanh,True,16-11-1995,84775524858,Ho Chi Minh,đangthihanh@example.com,Cong ty Co phan Tech Viet,VN3681,67.24,70,17-09-2024,21-03-2023
KH00774,Phan Thi Mai,False,15-09-1999,84947644810,Hai Phong,phanthimai@example.com,Cong ty Co phan Tech Viet,VN6849,6665.06,30,01-01-2024,26-07-2023
KH00775,Pham Thi Thanh Huong,False,21-10-1979,84771088658,Đa Nang,phamthithanhhuong@example.com,Doanh nghiep Hoa Binh,VN5982,5445.13,65,26-01-2024,01-02-2023
KH00776,Đo Hoang Anh,True,01-01-1970,84857647475,Đa Nang,đohoanganh@example.com,Cong ty TNHH ABC,VN2208,1562.07,63,13-08-2024,04-04-2023
KH00777,Ly Thi Kim Chi,False,01-01-1970,84397076874,Hai Phong,lythikimchi@example.com,Cong ty Co phan Tech Viet,VN2404,3364.41,49,18-03-2024,13-06-2023
KH00778,Đang Thi Hanh,False,20-11-1973,84764773632,Can Tho,đangthihanh@example.com,Cong ty Co phan Tech Viet,VN9425,3172.92,34,01-01-2024,22-08-2023
KH00779,Đo Hoang Anh,True,10-10-1994,84462955217,Ho Chi Minh,đohoanganh@example.com,Doanh nghiep Hoa Binh,VN6611,8238.35,14,01-01-2024,28-10-2023
KH00780,Đang Thi Hanh,True,03-05-2000,84177255824,Can Tho,đangthihanh@example.com,Cong ty Co phan Tech Viet,VN5281,3974.68,8,01-01-2024,10-07-2023
KH00781,Hoang Van Tien,False,26-08-1999,84753669022,Hai Phong,hoangvantien@example.com,Cong ty TNHH ABC,VN2836,9212.37,91,01-01-2024,26-09-2023
KH00782,Cao Minh Tam,False,01-01-1970,84227581606,Đa Nang,caominhtam@example.com,Cong ty Co phan Tech Viet,VN9606,7405.16,80,03-06-2024,05-05-2023
KH00783,Đang Thi Hanh,True,08-05-1989,84657759273,Đa Nang,đangthihanh@example.com,Cong ty Co phan Tech Viet,VN7126,4775.05,4,01-01-2024,25-12-2022
KH00784,Nguyen Van An,False,26-01-1973,84296484873,Ha Noi,nguyenvanan@example.com,Doanh nghiep Hoa Binh,VN9039,1490.98,37,01-06-2024,13-03-2023
KH00785,Hoang Van Tien,False,04-01-1975,84792100378,Ho Chi Minh,hoangvantien@example.com,Doanh nghiep Hoa Binh,VN8498,7954.1,98,21-12-2024,03-06-2023
KH00786,Cao Minh Tam,False,01-01-1970,84452662291,Đa Nang,caominhtam@example.com,Cong ty TNHH ABC,VN7490,7963.81,24,19-12-2024,05-07-2023
KH00787,Đo Hoang Anh,False,01-01-1970,84182922305,Đa Nang,đohoanganh@example.com,Cong ty TNHH ABC,VN3566,7486.47,65,22-02-2024,12-09-2023
KH00788,Pham Thi Thanh Huong,False,18-06-1997,84476957965,Đa Nang,phamthithanhhuong@example.com,Doanh nghiep Hoa Binh,VN9024,8322.26,97,27-11-2024,17-03-2023
KH00789,Nguyen Van An,True,19-05-1994,84935759155,Hai Phong,nguyenvanan@example.com,Tap đoan XYZ,VN6148,4525.28,36,14-10-2024,04-06-2023
KH00790,Nguyen Van An,True,01-01-1970,84788516442,Hai Phong,nguyenvanan@example.com,Doanh nghiep Hoa Binh,VN9669,1947.74,23,01-01-2024,18-03-2023
KH00791,Đang Thi Hanh,False,01-01-1970,84226915233,Đa Nang,đangthihanh@example.com,Tap đoan XYZ,VN2704,7014.92,24,14-07-2024,02-02-2023
KH00792,Cao Minh Tam,True,01-01-1970,84957470893,Ha Noi,caominhtam@example.com,Cong ty Co phan Tech Viet,VN2706,4630.33,5,01-01-2024,24-08-2023
KH00793,Nguyen Van An,True,01-01-1970,84739782072,Đa Nang,nguyenvanan@example.com,Cong ty Co phan Tech Viet,VN6392,1165.71,8,21-03-2024,17-02-2023
KH00794,Ly Thi Kim Chi,False,01-01-1970,84530743923,Hai Phong,lythikimchi@example.com,Cong ty Co phan Tech Viet,VN4513,6440.69,63,10-09-2024,15-06-2023
KH00795,Nguyen Van An,True,11-08-1994,84622149402,Ho Chi Minh,nguyenvanan@example.com,Cong ty Co phan Tech Viet,VN2313,6156.75,53,21-11-2024,01-10-2023
KH00796,Huynh Thi Thu Ha,False,01-01-1970,84327389865,Đa Nang,huynhthithuha@example.com,Tap đoan XYZ,VN6487,8025.48,77,05-08-2024,10-12-2023
KH00797,Hoang Van Tien,True,01-01-1970,84532651448,Ha Noi,hoangvantien@example.com,Doanh nghiep Hoa Binh,VN9611,1024.96,77,14-08-2024,12-05-2023
KH00798,Tran Thi Bich Ngoc,False,01-01-1970,84999086262,Can Tho,tranthibichngoc@example.com,Doanh nghiep Hoa Binh,VN3214,3923.09,40,02-11-2024,29-08-2023
KH00799,Ly Thi Kim Chi,False,27-08-1981,84712549464,Can Tho,lythikimchi@example.com,Doanh nghiep Hoa Binh,VN3505,7785.08,33,01-01-2024,19-12-2023
KH00800,Nguyen Van An,False,10-11-1992,84135967427,Ha Noi,nguyenvanan@example.com,Tap đoan XYZ,VN3405,1062.97,30,01-01-2024,09-02-2023
KH00801,Đang Thi Hanh,False,10-09-1972,84970892938,Ha Noi,đangthihanh@example.com,Tap đoan XYZ,VN3930,6103.22,87,01-01-2024,08-08-2023
KH00802,Ly Thi Kim Chi,False,01-01-1970,84589558123,Hai Phong,lythikimchi@example.com,Cong ty Co phan Tech Viet,VN2151,2631.53,46,27-12-2023,04-06-2023
KH00803,Cao Minh Tam,False,01-01-1970,84934243403,Hai Phong,caominhtam@example.com,Tap đoan XYZ,VN5903,5810.35,1,01-01-2024,10-07-2023
KH00804,Huynh Thi Thu Ha,True,04-05-1997,84628094183,Can Tho,huynhthithuha@example.com,Tap đoan XYZ,VN5294,4702.23,98,01-01-2024,22-04-2023
KH00805,Bui Thi Lan,True,01-01-1970,84944854684,Can Tho,buithilan@example.com,Cong ty TNHH ABC,VN2800,2750.28,87,02-10-2024,30-08-2023
KH00806,Đo Hoang Anh,False,03-11-1974,84431527841,Đa Nang,đohoanganh@example.com,Tap đoan XYZ,VN2764,6535.48,69,29-08-2024,31-01-2023
KH00807,Le Minh Hoang,False,09-10-1986,84456493020,Ha Noi,leminhhoang@example.com,Cong ty Co phan Tech Viet,VN2173,2906.28,49,03-02-2024,12-12-2023
KH00808,Le Minh Hoang,False,01-01-1970,84757651737,Hai Phong,leminhhoang@example.com,Doanh nghiep Hoa Binh,VN1086,5569.25,40,23-06-2024,15-03-2023
KH00809,Vu Minh Quan,False,01-01-1970,84572313080,Ho Chi Minh,vuminhquan@example.com,Cong ty Co phan Tech Viet,VN6896,9257.87,88,01-01-2024,22-03-2023
KH00810,Le Minh Hoang,False,12-01-1972,84206013505,Đa Nang,leminhhoang@example.com,Doanh nghiep Hoa Binh,VN3501,6174.95,74,01-01-2024,17-10-2023
KH00811,Ly Thi Kim Chi,True,01-01-1970,84596376912,Hai Phong,lythikimchi@example.com,Doanh nghiep Hoa Binh,VN1688,1242.62,67,01-01-2024,27-09-2023
KH00812,Đang Thi Hanh,False,01-01-1970,84637570774,Đa Nang,đangthihanh@example.com,Cong ty TNHH ABC,VN9341,3447.11,8,06-11-2024,25-11-2023
KH00813,Le Minh Hoang,False,30-05-1985,84245215091,Hai Phong,leminhhoang@example.com,Cong ty TNHH ABC,VN8852,8404.76,20,01-01-2024,27-05-2023
KH00814,Huynh Thi Thu Ha,False,11-07-1979,84105523649,Ha Noi,huynhthithuha@example.com,Cong ty Co phan Tech Viet,VN2513,8156.83,40,20-08-2024,27-04-2023
KH00815,Cao Minh Tam,False,01-01-1970,84815661353,Ho Chi Minh,caominhtam@example.com,Cong ty TNHH ABC,VN9203,3486.53,17,01-01-2024,21-12-2023
KH00816,Le Minh Hoang,True,01-01-1970,84437565348,Hai Phong,leminhhoang@example.com,Tap đoan XYZ,VN6453,7039.02,14,27-07-2024,30-11-2023
KH00817,Đo Hoang Anh,True,22-12-1998,84966728767,Hai Phong,đohoanganh@example.com,Cong ty TNHH ABC,VN3653,7878.95,22,01-01-2024,22-02-2023
KH00818,Hoang Van Tien,True,05-01-1987,84189257181,Đa Nang,hoangvantien@example.com,Tap đoan XYZ,VN1675,7499.77,34,01-01-2024,13-04-2023
KH00819,Ngo Van Long,True,21-07-1981,84802468425,Can Tho,ngovanlong@example.com,Tap đoan XYZ,VN9802,8164.5,30,01-01-2024,18-02-2023
KH00820,Tran Thi Bich Ngoc,False,20-03-1974,84990184338,Can Tho,tranthibichngoc@example.com,Tap đoan XYZ,VN1111,1437.63,35,01-01-2024,07-12-2023
KH00821,Nguyen Van An,False,19-04-1988,84938093320,Hai Phong,nguyenvanan@example.com,Tap đoan XYZ,VN8603,9238.32,100,13-03-2024,21-10-2023
KH00822,Le Minh Hoang,True,02-03-1978,84359568141,Hai Phong,leminhhoang@example.com,Cong ty TNHH ABC,VN2116,353.94,48,01-01-2024,30-09-2023
KH00823,Đang Thi Hanh,False,09-09-2003,84264717560,Ha Noi,đangthihanh@example.com,Doanh nghiep Hoa Binh,VN7411,4095.63,3,01-01-2024,27-09-2023
KH00824,Bui Thi Lan,False,01-01-1970,84676515277,Ho Chi Minh,buithilan@example.com,Tap đoan XYZ,VN4331,3966.49,87,01-01-2024,05-10-2023
KH00825,Hoang Van Tien,True,18-05-1982,84616925139,Can Tho,hoangvantien@example.com,Doanh nghiep Hoa Binh,VN7691,8126.13,56,01-01-2024,30-03-2023
KH00826,Ly Thi Kim Chi,False,15-03-1981,84959286917,Đa Nang,lythikimchi@example.com,Tap đoan XYZ,VN1308,1483.25,17,01-10-2024,28-06-2023
KH00827,Đo Hoang Anh,False,07-03-2005,84676078065,Ho Chi Minh,đohoanganh@example.com,Tap đoan XYZ,VN2295,6258.75,44,30-08-2024,17-10-2023
KH00828,Cao Minh Tam,True,26-11-1987,84109395458,Can Tho,caominhtam@example.com,Cong ty TNHH ABC,VN8643,3057.66,46,16-11-2024,12-12-2023
KH00829,Hoang Van Tien,True,14-07-1991,84981401616,Đa Nang,hoangvantien@example.com,Cong ty Co phan Tech Viet,VN6335,3768.09,82,12-11-2024,25-02-2023
KH00830,Ly Thi Kim Chi,True,01-01-1970,84370752353,Đa Nang,lythikimchi@example.com,Cong ty TNHH ABC,VN6931,3145.26,7,08-09-2024,19-03-2023
KH00831,Bui Thi Lan,True,01-01-1970,84935311892,Ha Noi,buithilan@example.com,Cong ty TNHH ABC,VN4192,9440.15,78,01-01-2024,23-05-2023
KH00832,Ngo Van Long,False,07-02-1982,84942968286,Hai Phong,ngovanlong@example.com,Doanh nghiep Hoa Binh,VN5873,5657.81,92,01-01-2024,09-08-2023
KH00833,Vu Minh Quan,True,04-09-1984,84621519569,Ho Chi Minh,vuminhquan@example.com,Cong ty Co phan Tech Viet,VN2392,1814.87,86,29-11-2024,10-02-2023
KH00834,Hoang Van Tien,True,09-01-1997,84758064130,Đa Nang,hoangvantien@example.com,Cong ty Co phan Tech Viet,VN4367,631.61,4,29-08-2024,17-01-2023
KH00835,Tran Thi Bich Ngoc,False,01-01-1970,84480723350,Can Tho,tranthibichngoc@example.com,Cong ty Co phan Tech Viet,VN3248,155.5,36,11-04-2024,15-08-2023
KH00836,Vu Minh Quan,False,01-01-1970,84515833147,Đa Nang,vuminhquan@example.com,Doanh nghiep Hoa Binh,VN4212,6146.05,97,27-12-2023,27-04-2023
KH00837,Pham Thi Thanh Huong,True,01-01-1970,84131204421,Ha Noi,phamthithanhhuong@example.com,Doanh nghiep Hoa Binh,VN3558,3803.3,22,28-07-2024,28-03-2023
KH00838,Hoang Van Tien,True,01-01-1970,84218828571,Ha Noi,hoangvantien@example.com,Cong ty TNHH ABC,VN7547,2054.55,58,01-01-2024,16-11-2023
KH00839,Huynh Thi Thu Ha,False,13-01-1996,84301157670,Hai Phong,huynhthithuha@example.com,Cong ty TNHH ABC,VN5812,7769.64,28,05-05-2024,12-04-2023
KH00840,Huynh Thi Thu Ha,True,07-02-1979,84995231617,Đa Nang,huynhthithuha@example.com,Cong ty TNHH ABC,VN9655,5742.59,97,22-02-2024,18-06-2023
KH00841,Bui Thi Lan,False,25-10-1973,84732702499,Hai Phong,buithilan@example.com,Tap đoan XYZ,VN7056,7704.85,16,01-01-2024,05-03-2023
KH00842,Vu Minh Quan,False,01-01-1970,84171168432,Can Tho,vuminhquan@example.com,Cong ty TNHH ABC,VN4934,113.42,99,13-02-2024,14-12-2023
KH00843,Cao Minh Tam,False,01-02-2001,84832258094,Ha Noi,caominhtam@example.com,Doanh nghiep Hoa Binh,VN8664,6838.61,46,01-01-2024,07-03-2023
KH00844,Tran Thi Bich Ngoc,True,17-09-1991,84351835594,Đa Nang,tranthibichngoc@example.com,Tap đoan XYZ,VN7495,3966.09,79,13-01-2024,07-07-2023
KH00845,Đo Hoang Anh,False,01-01-1970,84305754223,Can Tho,đohoanganh@example.com,Cong ty Co phan Tech Viet,VN9456,9332.27,4,01-01-2024,21-06-2023
KH00846,Le Minh Hoang,False,12-05-1995,84618474852,Can Tho,leminhhoang@example.com,Doanh nghiep Hoa Binh,VN9282,3357.48,27,23-07-2024,02-01-2023
KH00847,Nguyen Van An,True,01-01-1970,84742051915,Ha Noi,nguyenvanan@example.com,Tap đoan XYZ,VN8903,54.66,32,28-10-2024,28-06-2023
KH00848,Phan Thi Mai,True,29-06-1986,84374346443,Đa Nang,phanthimai@example.com,Doanh nghiep Hoa Binh,VN3576,949.83,2,01-01-2024,19-11-2023
KH00849,Cao Minh Tam,True,28-04-1986,84683115582,Can Tho,caominhtam@example.com,Tap đoan XYZ,VN5483,4796.23,1,12-11-2024,16-12-2023
KH00850,Ngo Van Long,False,18-06-1970,84600926306,Hai Phong,ngovanlong@example.com,Doanh nghiep Hoa Binh,VN4144,7568.9,90,24-07-2024,13-06-2023
KH00851,Tran Thi Bich Ngoc,True,12-06-1999,84517871926,Ho Chi Minh,tranthibichngoc@example.com,Cong ty TNHH ABC,VN6507,8433.9,74,08-11-2024,11-02-2023
KH00852,Tran Thi Bich Ngoc,True,25-04-1985,84421247712,Hai Phong,tranthibichngoc@example.com,Cong ty TNHH ABC,VN8553,6744.24,83,01-01-2024,14-12-2023
KH00853,Ly Thi Kim Chi,False,13-09-2002,84862126289,Can Tho,lythikimchi@example.com,Doanh nghiep Hoa Binh,VN1281,2451.89,61,01-01-2024,25-06-2023
KH00854,Nguyen Van An,False,10-04-1989,84896191436,Ha Noi,nguyenvanan@example.com,Doanh nghiep Hoa Binh,VN8697,2760.46,94,30-07-2024,13-01-2023
KH00855,Bui Thi Lan,False,25-07-1981,84512221221,Đa Nang,buithilan@example.com,Cong ty TNHH ABC,VN2069,5909.29,5,23-10-2024,23-09-2023
KH00856,Ngo Van Long,False,28-06-1996,84167233998,Can Tho,ngovanlong@example.com,Cong ty TNHH ABC,VN3818,4837.7,15,29-08-2024,21-01-2023
KH00857,Ngo Van Long,True,02-06-1999,84247882837,Can Tho,ngovanlong@example.com,Cong ty TNHH ABC,VN9586,9575.44,88,21-10-2024,13-07-2023
KH00858,Đang Thi Hanh,False,01-01-1970,84699936700,Ha Noi,đangthihanh@example.com,Cong ty TNHH ABC,VN7698,6361.42,26,17-01-2024,16-01-2023
KH00859,Le Minh Hoang,False,01-09-1971,84564491058,Hai Phong,leminhhoang@example.com,Cong ty Co phan Tech Viet,VN9994,8726.27,62,01-01-2024,13-07-2023
KH00860,Hoang Van Tien,False,01-01-1970,84320373770,Ha Noi,hoangvantien@example.com,Cong ty TNHH ABC,VN9607,3304.09,56,01-01-2024,13-10-2023
KH00861,Huynh Thi Thu Ha,False,17-08-1986,84840815019,Can Tho,huynhthithuha@example.com,Cong ty TNHH ABC,VN2302,4824.72,56,01-01-2024,26-08-2023
KH00862,Đang Thi Hanh,False,01-01-1970,84377671517,Ho Chi Minh,đangthihanh@example.com,Cong ty Co phan Tech Viet,VN5488,4781.29,2,31-01-2024,01-08-2023
KH00863,Vu Minh Quan,False,10-06-1975,84377310210,Đa Nang,vuminhquan@example.com,Cong ty Co phan Tech Viet,VN5784,3028.51,17,01-01-2024,01-06-2023
KH00864,Ly Thi Kim Chi,True,09-02-2001,84634433933,Ha Noi,lythikimchi@example.com,Cong ty TNHH ABC,VN7127,9165.78,36,27-08-2024,24-08-2023
KH00865,Vu Minh Quan,False,05-07-1990,84311849818,Ha Noi,vuminhquan@example.com,Doanh nghiep Hoa Binh,VN1152,9833.18,53,01-01-2024,03-03-2023
KH00866,Nguyen Van An,False,01-01-1970,84601922445,Hai Phong,nguyenvanan@example.com,Doanh nghiep Hoa Binh,VN5984,5794.43,79,12-10-2024,28-02-2023
KH00867,Cao Minh Tam,True,01-01-1970,84243458590,Hai Phong,caominhtam@example.com,Doanh nghiep Hoa Binh,VN7757,6793.16,68,01-01-2024,20-04-2023
KH00868,Vu Minh Quan,False,12-05-1998,84562220859,Hai Phong,vuminhquan@example.com,Cong ty Co phan Tech Viet,VN4218,6658.0,18,12-03-2024,14-08-2023
KH00869,Le Minh Hoang,False,01-01-1970,84673797765,Đa Nang,leminhhoang@example.com,Doanh nghiep Hoa Binh,VN2363,7885.34,37,18-08-2024,03-11-2023
KH00870,Đang Thi Hanh,False,30-08-1983,84803565311,Đa Nang,đangthihanh@example.com,Cong ty TNHH ABC,VN3692,4428.55,2,01-01-2024,18-09-2023
KH00871,Tran Thi Bich Ngoc,True,16-08-1999,84500030402,Đa Nang,tranthibichngoc@example.com,Cong ty Co phan Tech Viet,VN7353,1948.1,74,01-01-2024,07-04-2023
KH00872,Ly Thi Kim Chi,False,22-07-1998,84429717112,Đa Nang,lythikimchi@example.com,Cong ty TNHH ABC,VN2271,8513.04,3,01-01-2024,30-03-2023
KH00873,Phan Thi Mai,True,01-01-1970,84793419378,Hai Phong,phanthimai@example.com,Doanh nghiep Hoa Binh,VN5430,650.43,58,25-09-2024,14-12-2023
KH00874,Ly Thi Kim Chi,True,01-01-1970,84918351973,Can Tho,lythikimchi@example.com,Cong ty TNHH ABC,VN1708,8207.77,53,07-02-2024,14-01-2023
KH00875,Le Minh Hoang,True,05-05-1971,84788662679,Ho Chi Minh,leminhhoang@example.com,Cong ty TNHH ABC,VN4034,874.08,15,01-01-2024,10-12-2023
KH00876,Pham Thi Thanh Huong,True,01-01-1970,84345981648,Can Tho,phamthithanhhuong@example.com,Tap đoan XYZ,VN3899,5461.46,12,01-01-2024,28-08-2023
KH00877,Ngo Van Long,False,01-01-1970,84213953703,Ho Chi Minh,ngovanlong@example.com,Cong ty Co phan Tech Viet,VN3223,9638.93,56,30-09-2024,11-04-2023
KH00878,Vu Minh Quan,False,11-05-1999,84521098525,Đa Nang,vuminhquan@example.com,Doanh nghiep Hoa Binh,VN6004,647.08,37,01-01-2024,24-10-2023
KH00879,Vu Minh Quan,True,12-03-1984,84810393798,Đa Nang,vuminhquan@example.com,Cong ty TNHH ABC,VN5774,9491.66,21,01-01-2024,17-01-2023
KH00880,Ly Thi Kim Chi,False,01-01-1970,84244632600,Đa Nang,lythikimchi@example.com,Cong ty Co phan Tech Viet,VN4062,3659.83,91,01-10-2024,28-10-2023
KH00881,Ngo Van Long,False,01-01-1970,84470218538,Ho Chi Minh,ngovanlong@example.com,Cong ty TNHH ABC,VN2587,1516.72,24,20-06-2024,01-03-2023
KH00882,Bui Thi Lan,False,25-09-1976,84612441294,Ha Noi,buithilan@example.com,Cong ty Co phan Tech Viet,VN6930,1065.56,49,01-01-2024,10-01-2023
KH00883,Đo Hoang Anh,False,01-01-1970,84552709106,Đa Nang,đohoanganh@example.com,Cong ty Co phan Tech Viet,VN4505,3242.94,2,21-06-2024,16-06-2023
KH00884,Tran Thi Bich Ngoc,True,16-06-1981,84253461367,Ha Noi,tranthibichngoc@example.com,Cong ty TNHH ABC,VN3655,7286.89,68,11-06-2024,27-08-2023
KH00885,Hoang Van Tien,False,05-02-1992,84331557497,Ho Chi Minh,hoangvantien@example.com,Cong ty TNHH ABC,VN2780,7422.18,76,09-01-2024,21-03-2023
KH00886,Cao Minh Tam,False,18-05-1986,84313435222,Hai Phong,caominhtam@example.com,Cong ty TNHH ABC,VN8007,1600.69,53,03-05-2024,03-03-2023
KH00887,Cao Minh Tam,False,17-01-1988,84298765055,Can Tho,caominhtam@example.com,Doanh nghiep Hoa Binh,VN9920,847.45,25,10-02-2024,01-03-2023
KH00888,Bui Thi Lan,True,01-01-1970,84698314885,Đa Nang,buithilan@example.com,Cong ty Co phan Tech Viet,VN2989,1876.94,16,01-01-2024,11-01-2023
KH00889,Nguyen Van An,False,09-09-1978,84841670842,Ha Noi,nguyenvanan@example.com,Tap đoan XYZ,VN1714,1753.64,95,01-01-2024,09-07-2023
KH00890,Le Minh Hoang,False,01-01-1970,84299940798,Ha Noi,leminhhoang@example.com,Doanh nghiep Hoa Binh,VN1932,6718.03,67,28-05-2024,11-10-2023
KH00891,Le Minh Hoang,False,01-01-1970,84968505191,Đa Nang,leminhhoang@example.com,Doanh nghiep Hoa Binh,VN2510,2468.22,12,01-01-2024,23-01-2023
KH00892,Nguyen Van An,True,19-04-1994,84349157114,Can Tho,nguyenvanan@example.com,Tap đoan XYZ,VN8373,134.64,98,08-02-2024,16-05-2023
KH00893,Ly Thi Kim Chi,True,15-09-1981,84601619946,Can Tho,lythikimchi@example.com,Doanh nghiep Hoa Binh,VN9968,7560.67,87,01-01-2024,30-05-2023
KH00894,Đo Hoang Anh,False,01-01-1970,84663897528,Hai Phong,đohoanganh@example.com,Tap đoan XYZ,VN3781,5717.26,62,01-01-2024,10-10-2023
KH00895,Pham Thi Thanh Huong,True,01-01-1970,84496813475,Hai Phong,phamthithanhhuong@example.com,Cong ty TNHH ABC,VN6769,2025.67,9,01-01-2024,11-03-2023
KH00896,Ly Thi Kim Chi,False,01-01-1970,84340120369,Ho Chi Minh,lythikimchi@example.com,Doanh nghiep Hoa Binh,VN9806,4584.75,63,31-12-2023,14-02-2023
KH00897,Đo Hoang Anh,False,08-09-1977,84503903098,Hai Phong,đohoanganh@example.com,Cong ty Co phan Tech Viet,VN1257,11.6,10,01-01-2024,19-10-2023
KH00898,Hoang Van Tien,False,04-12-1997,84336655411,Hai Phong,hoangvantien@example.com,Cong ty Co phan Tech Viet,VN2829,5508.84,44,01-01-2024,02-12-2023
KH00899,Phan Thi Mai,False,01-01-1970,84727235841,Ha Noi,phanthimai@example.com,Cong ty Co phan Tech Viet,VN2517,2746.21,8,21-06-2024,04-02-2023
KH00900,Ngo Van Long,True,01-01-1970,84192834240,Ho Chi Minh,ngovanlong@example.com,Cong ty Co phan Tech Viet,VN3581,2585.25,94,02-08-2024,21-01-2023
KH00901,Vu Minh Quan,False,01-01-1970,84144357261,Can Tho,vuminhquan@example.com,Cong ty Co phan Tech Viet,VN3225,4426.38,57,28-07-2024,12-01-2023
KH00902,Đang Thi Hanh,False,01-01-1970,84781155040,Hai Phong,đangthihanh@example.com,Doanh nghiep Hoa Binh,VN2661,9740.28,35,02-10-2024,28-08-2023
KH00903,Bui Thi Lan,False,15-12-1978,84917262966,Ho Chi Minh,buithilan@example.com,Cong ty Co phan Tech Viet,VN2890,2752.07,44,01-01-2024,29-01-2023
KH00904,Le Minh Hoang,False,01-01-1970,84762649206,Đa Nang,leminhhoang@example.com,Tap đoan XYZ,VN8405,8140.98,94,01-01-2024,10-02-2023
KH00905,Đo Hoang Anh,True,01-01-1970,84496476463,Ha Noi,đohoanganh@example.com,Cong ty TNHH ABC,VN3788,4743.19,59,23-11-2024,18-11-2023
KH00906,Cao Minh Tam,False,26-02-1993,84767631670,Hai Phong,caominhtam@example.com,Doanh nghiep Hoa Binh,VN3782,5484.01,79,01-01-2024,23-07-2023
KH00907,Vu Minh Quan,True,21-09-2003,84956011400,Đa Nang,vuminhquan@example.com,Cong ty TNHH ABC,VN7138,9469.72,1,18-11-2024,28-06-2023
