orderId,orderDate,branchId,branchName,CustomerID,customerName,totalAmount,status,statusValue,productId,productCode,productName,isMaster,price,note
OD00857,10-06-2024,8,Chi nhánh Đà Nẵng,KH00579,Phan Thị Mai,19,Pending,0,3108,SP005,Máy giặt,False,7446033,
OD00858,13-02-2024,8,Chi nhánh Hải Phòng,KH00822,Huỳnh Thị Thu Hà,72,Cancelled,0,5690,SP004,Tủ lạnh,True,2277079,Mua kèm giảm giá
OD00859,20-04-2024,8,Chi nhánh Hồ Chí Minh,KH00703,Cao Minh Tâm,93,Pending,2,3397,SP003,Máy tính xách tay,True,4348647,
OD00860,17-08-2024,5,Chi nhánh Hà Nội,KH00843,Trần Thị Bích Ngọc,90,Completed,1,4730,SP005,Ghế văn phòng,True,4614474,Khuyến mãi đặc biệt
OD00861,05-06-2024,9,Chi nhánh Hải Phòng,KH00753,Cao Minh Tâm,54,Completed,2,7325,SP005,Nồi cơm điện,False,8635885,
OD00862,03-08-2024,9,Chi nhánh Đà Nẵng,KH00399,Lê Minh Hoàng,36,Cancelled,0,2474,SP004,Máy tính xách tay,False,1244692,Khuyến mãi đặc biệt
OD00863,18-03-2024,6,Chi nhánh Hồ Chí Minh,KH00826,Bùi Thị Lan,66,Pending,2,3981,SP001,Máy tính xách tay,False,2034806,Mua kèm giảm giá
OD00864,12-04-2024,4,Chi nhánh Đà Nẵng,KH00213,Cao Minh Tâm,53,Cancelled,2,2716,SP003,Máy giặt,False,4610970,Mua kèm giảm giá
OD00865,08-09-2024,5,Chi nhánh Hải Phòng,KH00898,Phan Thị Mai,43,Cancelled,0,2463,SP001,Sách giáo khoa,True,9042745,
OD00866,22-05-2024,5,Chi nhánh Đà Nẵng,KH00997,Phạm Thị Thanh Hương,30,Cancelled,0,2967,SP001,Máy tính xách tay,False,713186,
OD00867,18-03-2024,2,Chi nhánh Đà Nẵng,KH00478,Cao Minh Tâm,25,Pending,2,8574,SP003,Máy tính xách tay,False,2817595,Mua kèm giảm giá
OD00868,23-07-2024,10,Chi nhánh Hà Nội,KH00513,Lê Minh Hoàng,74,Pending,2,4148,SP005,Điện thoại thông minh,False,6474843,
OD00869,05-10-2024,5,Chi nhánh Hải Phòng,KH00019,Lê Minh Hoàng,20,Completed,0,8594,SP001,Sách giáo khoa,False,859645,Hàng giảm giá
OD00870,27-11-2024,7,Chi nhánh Hải Phòng,KH00858,Huỳnh Thị Thu Hà,37,Cancelled,2,6613,SP003,Máy tính xách tay,True,5934745,Khuyến mãi đặc biệt
OD00871,12-03-2024,4,Chi nhánh Hà Nội,KH00929,Phạm Thị Thanh Hương,99,Cancelled,1,8996,SP005,Máy giặt,False,9865498,Mua kèm giảm giá
OD00872,02-12-2024,8,Chi nhánh Hà Nội,KH00316,Vũ Minh Quân,4,Pending,0,9537,SP005,Điện thoại thông minh,True,6584972,Khuyến mãi đặc biệt
OD00873,25-01-2024,1,Chi nhánh Hải Phòng,KH00265,Đỗ Hoàng Anh,34,Completed,1,4678,SP003,Máy giặt,False,8370590,Khuyến mãi đặc biệt
OD00874,03-11-2024,1,Chi nhánh Đà Nẵng,KH00105,Trần Thị Bích Ngọc,39,Cancelled,0,1497,SP002,Ghế văn phòng,False,120167,Mua kèm giảm giá
OD00875,30-05-2024,4,Chi nhánh Hà Nội,KH00979,Đặng Thị Hạnh,42,Pending,2,8243,SP004,Nồi cơm điện,False,7348402,Hàng giảm giá
OD00876,15-09-2024,2,Chi nhánh Hồ Chí Minh,KH00571,Lý Thị Kim Chi,8,Completed,0,7556,SP002,Ghế văn phòng,True,8793496,Khuyến mãi đặc biệt
OD00877,03-08-2024,10,Chi nhánh Hải Phòng,KH00632,Nguyễn Văn A,36,Completed,0,4202,SP002,Tủ lạnh,True,3077389,Khuyến mãi đặc biệt
OD00878,04-07-2024,9,Chi nhánh Hồ Chí Minh,KH00698,Nguyễn Văn A,99,Cancelled,2,3378,SP002,Điện thoại thông minh,False,6732837,
OD00879,24-04-2024,7,Chi nhánh Hồ Chí Minh,KH00008,Cao Minh Tâm,50,Cancelled,0,4703,SP004,Bàn làm việc,False,3027078,
OD00880,29-02-2024,7,Chi nhánh Hà Nội,KH00789,Huỳnh Thị Thu Hà,89,Completed,2,2114,SP004,Tủ lạnh,False,6872400,Mua kèm giảm giá
OD00881,30-03-2024,9,Chi nhánh Đà Nẵng,KH00392,Trần Thị Bích Ngọc,42,Pending,2,3079,SP005,Điện thoại thông minh,False,5783596,Hàng giảm giá
OD00882,16-09-2024,9,Chi nhánh Hà Nội,KH00345,Trần Thị Bích Ngọc,39,Cancelled,1,5098,SP001,Ghế văn phòng,True,5092297,Khuyến mãi đặc biệt
OD00883,20-10-2024,10,Chi nhánh Hà Nội,KH00660,Vũ Minh Quân,84,Completed,2,9859,SP002,Bàn làm việc,True,7722895,Mua kèm giảm giá
OD00884,23-12-2023,3,Chi nhánh Hồ Chí Minh,KH00261,Vũ Minh Quân,41,Cancelled,0,7541,SP001,Máy tính xách tay,False,8332639,Khuyến mãi đặc biệt
OD00885,10-06-2024,2,Chi nhánh Hà Nội,KH00923,Lý Thị Kim Chi,49,Cancelled,1,6267,SP002,Sách giáo khoa,False,9619041,Mua kèm giảm giá
OD00886,27-11-2024,10,Chi nhánh Hà Nội,KH00538,Hoàng Văn Tiến,10,Pending,0,8961,SP002,Máy giặt,True,159280,Hàng giảm giá
OD00887,27-10-2024,6,Chi nhánh Hà Nội,KH00112,Trần Thị Bích Ngọc,1,Cancelled,2,4866,SP003,Máy tính xách tay,True,2256469,Mua kèm giảm giá
OD00888,30-01-2024,7,Chi nhánh Hà Nội,KH00697,Ngô Văn Long,93,Completed,0,9072,SP005,Tủ lạnh,False,6845941,Khuyến mãi đặc biệt
OD00889,14-09-2024,7,Chi nhánh Hải Phòng,KH00244,Bùi Thị Lan,6,Cancelled,0,5906,SP003,Tủ lạnh,True,8833495,Mua kèm giảm giá
OD00890,01-11-2024,3,Chi nhánh Hải Phòng,KH00266,Ngô Văn Long,56,Completed,2,8482,SP002,Nồi cơm điện,False,4574539,Hàng giảm giá
OD00891,23-06-2024,6,Chi nhánh Hà Nội,KH00177,Trần Thị Bích Ngọc,84,Pending,2,4787,SP004,Đèn ngủ,True,9645403,
OD00892,07-04-2024,6,Chi nhánh Hải Phòng,KH00180,Hoàng Văn Tiến,62,Cancelled,1,3111,SP005,Ghế văn phòng,False,3318359,Hàng giảm giá
OD00893,19-08-2024,2,Chi nhánh Hải Phòng,KH00779,Phạm Thị Thanh Hương,72,Pending,0,5758,SP002,Máy giặt,True,7513773,
OD00894,14-02-2024,6,Chi nhánh Hồ Chí Minh,KH00715,Nguyễn Văn A,44,Pending,1,9889,SP005,Máy tính xách tay,True,2647180,Hàng giảm giá
OD00895,22-06-2024,10,Chi nhánh Hồ Chí Minh,KH00742,Bùi Thị Lan,30,Cancelled,0,7931,SP001,Ghế văn phòng,True,6067242,Hàng giảm giá
OD00896,08-07-2024,4,Chi nhánh Hồ Chí Minh,KH00228,Hoàng Văn Tiến,7,Cancelled,0,5299,SP004,Máy tính xách tay,False,4665375,Mua kèm giảm giá
OD00897,07-05-2024,3,Chi nhánh Hồ Chí Minh,KH00149,Cao Minh Tâm,97,Cancelled,1,4075,SP004,Sách giáo khoa,True,1723344,Khuyến mãi đặc biệt
OD00898,04-08-2024,6,Chi nhánh Hồ Chí Minh,KH00056,Phan Thị Mai,91,Pending,2,9109,SP005,Ghế văn phòng,False,5992393,
OD00899,12-03-2024,5,Chi nhánh Hồ Chí Minh,KH00331,Đặng Thị Hạnh,79,Cancelled,1,5022,SP004,Đèn ngủ,False,647541,Khuyến mãi đặc biệt
OD00900,04-12-2024,3,Chi nhánh Hồ Chí Minh,KH00914,Cao Minh Tâm,57,Cancelled,1,7401,SP002,Nồi cơm điện,False,5904064,Khuyến mãi đặc biệt
OD00901,20-06-2024,5,Chi nhánh Đà Nẵng,KH00894,Đỗ Hoàng Anh,44,Cancelled,2,3542,SP005,Máy giặt,True,1441366,Mua kèm giảm giá
OD00902,18-05-2024,6,Chi nhánh Hải Phòng,KH00960,Trần Thị Bích Ngọc,98,Cancelled,2,2472,SP004,Điện thoại thông minh,True,3946426,Hàng giảm giá
OD00903,08-05-2024,6,Chi nhánh Hải Phòng,KH00793,Đặng Thị Hạnh,53,Completed,2,3098,SP005,Bàn làm việc,True,5058598,
OD00904,09-02-2024,9,Chi nhánh Đà Nẵng,KH00585,Trần Thị Bích Ngọc,91,Pending,0,2608,SP004,Sách giáo khoa,True,2859868,Hàng giảm giá
OD00905,25-05-2024,3,Chi nhánh Hồ Chí Minh,KH00378,Nguyễn Văn A,57,Cancelled,2,8759,SP002,Bàn làm việc,True,9954683,
OD00906,11-12-2024,7,Chi nhánh Hồ Chí Minh,KH00801,Đỗ Hoàng Anh,62,Completed,2,5611,SP001,Điện thoại thông minh,False,1758378,Hàng giảm giá
OD00907,13-02-2024,5,Chi nhánh Hà Nội,KH00020,Cao Minh Tâm,38,Pending,2,5322,SP004,Máy tính xách tay,True,2093704,
OD00908,07-08-2024,5,Chi nhánh Đà Nẵng,KH00345,Ngô Văn Long,19,Completed,1,6368,SP003,Đèn ngủ,False,1791598,Khuyến mãi đặc biệt
OD00909,18-07-2024,2,Chi nhánh Hải Phòng,KH00380,Bùi Thị Lan,61,Cancelled,0,1783,SP003,Máy tính xách tay,False,9252921,
OD00910,29-04-2024,5,Chi nhánh Đà Nẵng,KH00259,Phan Thị Mai,42,Cancelled,2,8222,SP001,Máy tính xách tay,True,5386082,Mua kèm giảm giá
OD00911,11-01-2024,10,Chi nhánh Hải Phòng,KH00061,Đỗ Hoàng Anh,54,Completed,0,6150,SP002,Máy giặt,False,5769120,Hàng giảm giá
OD00912,27-01-2024,10,Chi nhánh Hà Nội,KH00021,Vũ Minh Quân,50,Cancelled,1,2132,SP001,Điện thoại thông minh,True,9559954,
OD00913,11-12-2024,9,Chi nhánh Đà Nẵng,KH00715,Hoàng Văn Tiến,16,Cancelled,1,3987,SP003,Nồi cơm điện,False,1767078,Khuyến mãi đặc biệt
OD00914,06-12-2024,9,Chi nhánh Hải Phòng,KH00538,Nguyễn Văn A,76,Cancelled,2,4803,SP001,Bàn làm việc,False,3778454,Mua kèm giảm giá
OD00915,21-03-2024,6,Chi nhánh Hồ Chí Minh,KH00094,Huỳnh Thị Thu Hà,3,Pending,2,5211,SP002,Máy tính xách tay,False,4743489,Hàng giảm giá
OD00916,28-12-2023,7,Chi nhánh Đà Nẵng,KH01000,Lý Thị Kim Chi,90,Completed,1,4455,SP004,Đèn ngủ,True,1641241,
OD00917,15-08-2024,7,Chi nhánh Đà Nẵng,KH00189,Huỳnh Thị Thu Hà,82,Pending,0,6756,SP003,Điện thoại thông minh,True,6990047,Khuyến mãi đặc biệt
OD00918,29-12-2023,6,Chi nhánh Đà Nẵng,KH00254,Lý Thị Kim Chi,4,Cancelled,1,7381,SP003,Ghế văn phòng,False,2896826,Hàng giảm giá
OD00919,02-09-2024,8,Chi nhánh Hồ Chí Minh,KH00131,Huỳnh Thị Thu Hà,30,Pending,0,3375,SP005,Điện thoại thông minh,True,2803703,Mua kèm giảm giá
OD00920,28-09-2024,2,Chi nhánh Hải Phòng,KH00602,Nguyễn Văn A,48,Pending,0,9776,SP005,Sách giáo khoa,True,8917411,Khuyến mãi đặc biệt
OD00921,15-11-2024,2,Chi nhánh Hà Nội,KH00864,Huỳnh Thị Thu Hà,87,Pending,1,3985,SP005,Bàn làm việc,False,5484381,Khuyến mãi đặc biệt
OD00922,26-09-2024,9,Chi nhánh Hải Phòng,KH00523,Phạm Thị Thanh Hương,11,Cancelled,0,6958,SP005,Nồi cơm điện,True,5520805,Mua kèm giảm giá
OD00923,20-10-2024,1,Chi nhánh Đà Nẵng,KH00646,Đỗ Hoàng Anh,15,Cancelled,1,9614,SP005,Đèn ngủ,False,9640781,Hàng giảm giá
OD00924,30-01-2024,2,Chi nhánh Hồ Chí Minh,KH00534,Cao Minh Tâm,89,Pending,2,7352,SP001,Điện thoại thông minh,False,9819443,Mua kèm giảm giá
OD00925,13-07-2024,3,Chi nhánh Hải Phòng,KH00850,Bùi Thị Lan,6,Completed,1,8683,SP004,Tủ lạnh,False,9249997,Mua kèm giảm giá
OD00926,28-05-2024,4,Chi nhánh Hồ Chí Minh,KH00557,Lê Minh Hoàng,37,Pending,2,2787,SP002,Nồi cơm điện,False,609385,
OD00927,12-01-2024,8,Chi nhánh Đà Nẵng,KH00275,Lê Minh Hoàng,17,Completed,2,7343,SP001,Tủ lạnh,True,9332154,Mua kèm giảm giá
OD00928,24-08-2024,3,Chi nhánh Đà Nẵng,KH00612,Vũ Minh Quân,3,Cancelled,0,8798,SP001,Tủ lạnh,False,719688,Mua kèm giảm giá
OD00929,10-12-2024,9,Chi nhánh Hải Phòng,KH00004,Huỳnh Thị Thu Hà,34,Pending,2,8991,SP002,Máy tính xách tay,False,9984578,Khuyến mãi đặc biệt
OD00930,18-02-2024,2,Chi nhánh Đà Nẵng,KH00379,Phạm Thị Thanh Hương,98,Completed,2,4508,SP001,Máy giặt,True,5827934,
OD00931,24-07-2024,2,Chi nhánh Hồ Chí Minh,KH00251,Lê Minh Hoàng,46,Cancelled,2,7129,SP001,Máy giặt,True,8435010,Hàng giảm giá
OD00932,10-08-2024,10,Chi nhánh Hà Nội,KH00600,Nguyễn Văn A,92,Completed,2,2864,SP003,Tủ lạnh,False,819036,
OD00933,16-11-2024,8,Chi nhánh Hà Nội,KH00249,Phạm Thị Thanh Hương,30,Completed,0,7354,SP002,Sách giáo khoa,True,4583020,Hàng giảm giá
OD00934,04-05-2024,7,Chi nhánh Hải Phòng,KH00998,Trần Thị Bích Ngọc,13,Pending,2,8130,SP004,Máy tính xách tay,True,4833878,Hàng giảm giá
OD00935,02-01-2024,5,Chi nhánh Hồ Chí Minh,KH00673,Huỳnh Thị Thu Hà,13,Completed,0,7362,SP004,Sách giáo khoa,True,7584148,
OD00936,28-07-2024,6,Chi nhánh Đà Nẵng,KH00476,Phan Thị Mai,36,Completed,0,1769,SP003,Sách giáo khoa,False,4464797,Khuyến mãi đặc biệt
OD00937,16-08-2024,3,Chi nhánh Hải Phòng,KH00889,Đặng Thị Hạnh,32,Pending,0,1665,SP004,Nồi cơm điện,True,8355456,
OD00938,15-04-2024,7,Chi nhánh Đà Nẵng,KH00237,Nguyễn Văn A,87,Cancelled,1,5569,SP001,Bàn làm việc,False,7601762,Khuyến mãi đặc biệt
OD00939,11-02-2024,1,Chi nhánh Đà Nẵng,KH00286,Bùi Thị Lan,31,Cancelled,1,6105,SP001,Tủ lạnh,True,4673752,Mua kèm giảm giá
OD00940,30-06-2024,5,Chi nhánh Hà Nội,KH00118,Hoàng Văn Tiến,69,Cancelled,1,3677,SP003,Sách giáo khoa,False,6486095,Mua kèm giảm giá
OD00941,02-01-2024,3,Chi nhánh Hà Nội,KH00488,Trần Thị Bích Ngọc,56,Cancelled,0,2345,SP004,Điện thoại thông minh,False,7278541,Khuyến mãi đặc biệt
OD00942,10-06-2024,2,Chi nhánh Hồ Chí Minh,KH00252,Phan Thị Mai,61,Pending,1,3979,SP003,Bàn làm việc,True,7447320,Hàng giảm giá
OD00943,25-01-2024,7,Chi nhánh Hà Nội,KH00224,Huỳnh Thị Thu Hà,11,Pending,0,3316,SP001,Đèn ngủ,False,8348800,Hàng giảm giá
OD00944,07-11-2024,9,Chi nhánh Hải Phòng,KH00603,Hoàng Văn Tiến,67,Cancelled,1,1066,SP005,Đèn ngủ,False,7270513,Khuyến mãi đặc biệt
OD00945,06-09-2024,5,Chi nhánh Đà Nẵng,KH00395,Cao Minh Tâm,37,Completed,2,5530,SP003,Máy giặt,False,1462052,Hàng giảm giá
OD00946,27-04-2024,7,Chi nhánh Hà Nội,KH00191,Nguyễn Văn A,38,Completed,0,4734,SP001,Máy tính xách tay,True,3482264,Hàng giảm giá
OD00947,17-04-2024,9,Chi nhánh Hà Nội,KH00086,Hoàng Văn Tiến,24,Completed,0,2706,SP004,Sách giáo khoa,False,5225871,Mua kèm giảm giá
OD00948,08-05-2024,10,Chi nhánh Hà Nội,KH00086,Lý Thị Kim Chi,84,Pending,2,8315,SP001,Sách giáo khoa,False,1282385,
OD00949,19-11-2024,1,Chi nhánh Hà Nội,KH00803,Hoàng Văn Tiến,73,Pending,2,3831,SP004,Nồi cơm điện,False,6725686,
OD00950,14-02-2024,5,Chi nhánh Hà Nội,KH00634,Cao Minh Tâm,9,Cancelled,2,1748,SP001,Tủ lạnh,False,4440273,Khuyến mãi đặc biệt
OD00951,21-11-2024,2,Chi nhánh Hà Nội,KH00973,Đặng Thị Hạnh,69,Cancelled,1,4104,SP002,Bàn làm việc,False,868413,Khuyến mãi đặc biệt
OD00952,25-07-2024,7,Chi nhánh Hà Nội,KH00198,Vũ Minh Quân,24,Cancelled,1,9826,SP003,Nồi cơm điện,True,7125683,Khuyến mãi đặc biệt
OD00953,18-01-2024,5,Chi nhánh Hà Nội,KH00289,Vũ Minh Quân,37,Completed,1,5267,SP003,Điện thoại thông minh,False,3829202,Khuyến mãi đặc biệt
OD00954,11-04-2024,9,Chi nhánh Hải Phòng,KH00105,Bùi Thị Lan,57,Completed,2,5959,SP003,Ghế văn phòng,False,2203423,Khuyến mãi đặc biệt
OD00955,25-10-2024,4,Chi nhánh Đà Nẵng,KH00324,Huỳnh Thị Thu Hà,6,Pending,0,6570,SP003,Nồi cơm điện,True,917762,Hàng giảm giá
OD00956,29-05-2024,3,Chi nhánh Hà Nội,KH00233,Đặng Thị Hạnh,46,Completed,2,9779,SP001,Máy tính xách tay,True,4808167,Hàng giảm giá
OD00957,06-07-2024,2,Chi nhánh Hải Phòng,KH00723,Phạm Thị Thanh Hương,29,Pending,0,3577,SP003,Máy tính xách tay,True,5415786,
OD00958,06-03-2024,5,Chi nhánh Hải Phòng,KH00432,Vũ Minh Quân,48,Completed,1,8792,SP002,Đèn ngủ,True,4542379,Mua kèm giảm giá
OD00959,12-12-2024,9,Chi nhánh Đà Nẵng,KH00208,Huỳnh Thị Thu Hà,38,Cancelled,1,6612,SP005,Máy giặt,True,3791289,Hàng giảm giá
OD00960,08-03-2024,9,Chi nhánh Hồ Chí Minh,KH00928,Hoàng Văn Tiến,22,Completed,1,4703,SP002,Ghế văn phòng,False,4084655,Khuyến mãi đặc biệt
OD00961,28-08-2024,6,Chi nhánh Hà Nội,KH00603,Nguyễn Văn A,12,Completed,2,2088,SP004,Máy tính xách tay,False,9696729,
OD00962,16-01-2024,7,Chi nhánh Hà Nội,KH00783,Phan Thị Mai,11,Pending,2,5003,SP003,Điện thoại thông minh,False,79463,Khuyến mãi đặc biệt
OD00963,03-07-2024,8,Chi nhánh Hà Nội,KH00896,Hoàng Văn Tiến,33,Completed,1,2020,SP001,Ghế văn phòng,True,9557392,Khuyến mãi đặc biệt
OD00964,21-08-2024,9,Chi nhánh Hải Phòng,KH00206,Đỗ Hoàng Anh,71,Pending,2,4524,SP003,Ghế văn phòng,False,4006445,
OD00965,16-10-2024,8,Chi nhánh Hải Phòng,KH00051,Cao Minh Tâm,79,Completed,2,6467,SP002,Bàn làm việc,True,5584175,Mua kèm giảm giá
OD00966,18-08-2024,8,Chi nhánh Hà Nội,KH00222,Đặng Thị Hạnh,19,Completed,2,7205,SP002,Ghế văn phòng,True,2723427,Hàng giảm giá
OD00967,01-02-2024,3,Chi nhánh Hải Phòng,KH00551,Hoàng Văn Tiến,41,Cancelled,1,3139,SP004,Nồi cơm điện,True,840464,Hàng giảm giá
OD00968,29-12-2023,6,Chi nhánh Hồ Chí Minh,KH00478,Phạm Thị Thanh Hương,98,Pending,2,3990,SP001,Máy tính xách tay,False,9925609,
OD00969,22-03-2024,4,Chi nhánh Hồ Chí Minh,KH00794,Phan Thị Mai,74,Cancelled,2,2147,SP004,Sách giáo khoa,False,6698920,Khuyến mãi đặc biệt
OD00970,01-03-2024,9,Chi nhánh Đà Nẵng,KH00293,Huỳnh Thị Thu Hà,44,Cancelled,0,3528,SP003,Máy tính xách tay,True,2137857,Hàng giảm giá
OD00971,30-05-2024,3,Chi nhánh Đà Nẵng,KH00409,Bùi Thị Lan,29,Completed,2,2454,SP002,Điện thoại thông minh,False,8797522,
OD00972,08-07-2024,9,Chi nhánh Đà Nẵng,KH00625,Vũ Minh Quân,69,Pending,1,6861,SP001,Điện thoại thông minh,False,7467753,
OD00973,21-07-2024,8,Chi nhánh Đà Nẵng,KH00725,Phan Thị Mai,57,Completed,0,3143,SP002,Sách giáo khoa,True,2941020,Mua kèm giảm giá
OD00974,19-05-2024,9,Chi nhánh Hà Nội,KH00385,Bùi Thị Lan,16,Cancelled,2,8564,SP002,Đèn ngủ,True,2194485,
OD00975,13-08-2024,6,Chi nhánh Hồ Chí Minh,KH00697,Phạm Thị Thanh Hương,62,Completed,2,3188,SP004,Sách giáo khoa,True,4535348,
OD00976,07-02-2024,3,Chi nhánh Hải Phòng,KH00600,Phan Thị Mai,80,Pending,1,4419,SP003,Ghế văn phòng,True,210694,Khuyến mãi đặc biệt
OD00977,27-07-2024,4,Chi nhánh Đà Nẵng,KH00430,Lê Minh Hoàng,34,Cancelled,1,2116,SP004,Điện thoại thông minh,True,2649302,Hàng giảm giá
OD00978,11-08-2024,2,Chi nhánh Đà Nẵng,KH00948,Trần Thị Bích Ngọc,53,Completed,2,7673,SP001,Máy giặt,True,4394884,Mua kèm giảm giá
OD00979,28-01-2024,2,Chi nhánh Hồ Chí Minh,KH00633,Đặng Thị Hạnh,42,Completed,2,1440,SP004,Ghế văn phòng,False,1493186,Hàng giảm giá
OD00980,03-11-2024,3,Chi nhánh Hà Nội,KH00455,Đỗ Hoàng Anh,21,Completed,1,2242,SP002,Đèn ngủ,True,2749978,Khuyến mãi đặc biệt
OD00981,13-08-2024,4,Chi nhánh Hồ Chí Minh,KH00591,Nguyễn Văn A,37,Cancelled,1,6066,SP004,Máy tính xách tay,False,3223513,Mua kèm giảm giá
OD00982,22-02-2024,4,Chi nhánh Hồ Chí Minh,KH00888,Huỳnh Thị Thu Hà,3,Cancelled,1,1667,SP004,Ghế văn phòng,True,8078413,Hàng giảm giá
OD00983,03-12-2024,4,Chi nhánh Hải Phòng,KH00389,Bùi Thị Lan,2,Pending,1,2321,SP004,Đèn ngủ,True,8523350,Mua kèm giảm giá
OD00984,22-09-2024,6,Chi nhánh Hà Nội,KH00039,Trần Thị Bích Ngọc,15,Pending,2,7667,SP002,Nồi cơm điện,False,7440707,Hàng giảm giá
OD00985,19-07-2024,2,Chi nhánh Hà Nội,KH00234,Lý Thị Kim Chi,21,Completed,2,6022,SP001,Nồi cơm điện,True,9140040,Mua kèm giảm giá
OD00986,27-09-2024,3,Chi nhánh Hồ Chí Minh,KH00350,Phạm Thị Thanh Hương,44,Cancelled,2,2115,SP002,Nồi cơm điện,True,3657876,Hàng giảm giá
OD00987,30-09-2024,2,Chi nhánh Hà Nội,KH00760,Bùi Thị Lan,30,Completed,1,2167,SP004,Tủ lạnh,False,6701504,Hàng giảm giá
OD00988,25-03-2024,1,Chi nhánh Hồ Chí Minh,KH00477,Lý Thị Kim Chi,64,Cancelled,2,1051,SP004,Máy tính xách tay,True,5129942,Mua kèm giảm giá
OD00989,29-10-2024,5,Chi nhánh Đà Nẵng,KH00950,Trần Thị Bích Ngọc,80,Cancelled,0,7287,SP001,Tủ lạnh,True,8683708,Mua kèm giảm giá
OD00990,27-07-2024,4,Chi nhánh Hồ Chí Minh,KH00042,Bùi Thị Lan,45,Cancelled,0,4515,SP001,Tủ lạnh,True,6319711,
OD00991,15-02-2024,1,Chi nhánh Hải Phòng,KH00367,Huỳnh Thị Thu Hà,51,Pending,2,4110,SP002,Tủ lạnh,False,3724926,
OD00992,06-11-2024,5,Chi nhánh Đà Nẵng,KH00087,Lý Thị Kim Chi,34,Cancelled,0,7680,SP002,Tủ lạnh,False,2812901,Khuyến mãi đặc biệt
OD00993,10-10-2024,4,Chi nhánh Đà Nẵng,KH00705,Đỗ Hoàng Anh,82,Cancelled,2,6863,SP003,Nồi cơm điện,False,1365056,
OD00994,28-05-2024,3,Chi nhánh Hải Phòng,KH00186,Huỳnh Thị Thu Hà,14,Cancelled,1,2272,SP002,Máy tính xách tay,False,2308358,Hàng giảm giá
OD00995,02-12-2024,2,Chi nhánh Hà Nội,KH00880,Đặng Thị Hạnh,28,Pending,0,2823,SP002,Máy giặt,True,4043311,Hàng giảm giá
OD00996,13-03-2024,3,Chi nhánh Đà Nẵng,KH00589,Vũ Minh Quân,78,Pending,2,9292,SP001,Điện thoại thông minh,False,3217633,
OD00997,26-04-2024,5,Chi nhánh Hà Nội,KH00271,Ngô Văn Long,41,Pending,2,5472,SP005,Đèn ngủ,False,5461840,Khuyến mãi đặc biệt
OD00998,28-10-2024,6,Chi nhánh Hồ Chí Minh,KH00724,Đặng Thị Hạnh,21,Pending,2,6996,SP001,Sách giáo khoa,False,3151766,
OD00999,25-12-2023,9,Chi nhánh Hà Nội,KH00397,Đỗ Hoàng Anh,58,Cancelled,2,1591,SP003,Sách giáo khoa,False,8868110,Khuyến mãi đặc biệt
OD01000,09-11-2024,4,Chi nhánh Đà Nẵng,KH00568,Nguyễn Văn A,76,Pending,1,4096,SP001,Bàn làm việc,True,5658054,Khuyến mãi đặc biệt
OD01001,11-09-2024,7,Chi nhánh Đà Nẵng,KH00908,Đặng Thị Hạnh,53,Completed,0,5961,SP005,Điện thoại thông minh,True,2217847,Khuyến mãi đặc biệt
OD01002,10-10-2024,2,Chi nhánh Đà Nẵng,KH00557,Bùi Thị Lan,92,Completed,1,8452,SP001,Tủ lạnh,True,1175204,Hàng giảm giá
OD01003,25-04-2024,4,Chi nhánh Hồ Chí Minh,KH00400,Hoàng Văn Tiến,28,Pending,1,3016,SP003,Máy giặt,False,7559939,
OD01004,15-08-2024,8,Chi nhánh Hồ Chí Minh,KH00666,Trần Thị Bích Ngọc,39,Cancelled,0,9887,SP004,Sách giáo khoa,False,8959987,Khuyến mãi đặc biệt
OD01005,19-10-2024,4,Chi nhánh Hồ Chí Minh,KH00194,Đỗ Hoàng Anh,99,Completed,1,3263,SP001,Nồi cơm điện,True,129773,Mua kèm giảm giá
OD01006,30-05-2024,3,Chi nhánh Hà Nội,KH00830,Ngô Văn Long,13,Completed,1,4267,SP002,Sách giáo khoa,False,9312272,Hàng giảm giá
OD01007,07-02-2024,10,Chi nhánh Đà Nẵng,KH00289,Vũ Minh Quân,33,Cancelled,2,2344,SP001,Điện thoại thông minh,True,7328103,Khuyến mãi đặc biệt
OD01008,01-06-2024,9,Chi nhánh Hà Nội,KH00471,Nguyễn Văn A,47,Cancelled,2,3461,SP005,Sách giáo khoa,True,3274162,Hàng giảm giá
OD01009,20-03-2024,7,Chi nhánh Hải Phòng,KH00042,Cao Minh Tâm,50,Pending,0,3364,SP002,Đèn ngủ,False,9886049,Khuyến mãi đặc biệt
OD01010,01-09-2024,10,Chi nhánh Hồ Chí Minh,KH00294,Lý Thị Kim Chi,62,Cancelled,2,9276,SP005,Điện thoại thông minh,True,8374642,
OD01011,12-03-2024,5,Chi nhánh Đà Nẵng,KH00393,Hoàng Văn Tiến,20,Pending,2,7185,SP005,Máy tính xách tay,True,5949821,Hàng giảm giá
OD01012,21-04-2024,6,Chi nhánh Hà Nội,KH00491,Đỗ Hoàng Anh,84,Cancelled,0,2148,SP004,Máy tính xách tay,False,1000236,
OD01013,08-06-2024,8,Chi nhánh Đà Nẵng,KH00329,Cao Minh Tâm,92,Completed,1,5827,SP005,Sách giáo khoa,True,569033,Mua kèm giảm giá
OD01014,06-09-2024,1,Chi nhánh Đà Nẵng,KH00133,Huỳnh Thị Thu Hà,68,Completed,0,5966,SP004,Ghế văn phòng,False,7782936,
